CTA_Task_GPSMETAL_ANNEXE;7;2020-08-05 08:12:13.9641301 +02:00;2020-08-05 08:12:40.8991589 +02:00;27
CTA_Task_GPSUE;7;2020-08-05 09:00:46.0452226 +02:00;2020-08-05 09:00:51.2015261 +02:00;5
CTA_Task_GPSDUE;7;2020-08-05 09:00:51.7484278 +02:00;2020-08-05 09:00:55.6277890 +02:00;4
CTA_Task_GPSMETAL1;7;2020-08-05 09:08:46.2243795 +02:00;2020-08-05 09:08:50.8682168 +02:00;4
CTA_Task_GPSMETAL2;7;2020-08-05 09:08:54.6494920 +02:00;2020-08-05 09:08:58.4358343 +02:00;4
CTA_Task_GPSMETAL_ANNEXE;7;2020-08-05 09:09:00.6233557 +02:00;2020-08-05 09:09:08.3253951 +02:00;8
CTA_Task_GPSUE;7;2020-08-05 10:00:42.1556688 +02:00;2020-08-05 10:00:46.9213519 +02:00;4
CTA_Task_GPSDUE;7;2020-08-05 10:00:46.7494672 +02:00;2020-08-05 10:00:50.9526611 +02:00;4
CTA_Task_GPSMETAL1;7;2020-08-05 10:08:43.4817282 +02:00;2020-08-05 10:08:49.3499389 +02:00;6
CTA_Task_GPSMETAL2;7;2020-08-05 10:08:49.6312355 +02:00;2020-08-05 10:08:53.3583409 +02:00;4
CTA_Task_GPSMETAL_ANNEXE;7;2020-08-05 10:08:56.6401340 +02:00;2020-08-05 10:09:03.5496700 +02:00;7
CTA_Task_GPSUE;7;2020-08-05 11:00:51.5798900 +02:00;2020-08-05 11:00:55.7472078 +02:00;4
CTA_Task_GPSDUE;7;2020-08-05 11:00:56.6534806 +02:00;2020-08-05 11:01:00.9973138 +02:00;4
CTA_Task_GPSMETAL1;7;2020-08-05 11:08:45.6438976 +02:00;2020-08-05 11:08:48.6439330 +02:00;3
CTA_Task_GPSMETAL2;7;2020-08-05 11:08:57.6609967 +02:00;2020-08-05 11:09:00.7926811 +02:00;3
CTA_Task_GPSMETAL_ANNEXE;7;2020-08-05 11:09:03.6555365 +02:00;2020-08-05 11:09:10.4820022 +02:00;7
CTA_Task_GPSUE;7;2020-08-05 12:00:49.3962433 +02:00;2020-08-05 12:00:56.1339520 +02:00;7
CTA_Task_GPSDUE;7;2020-08-05 12:00:54.6026979 +02:00;2020-08-05 12:00:55.6808496 +02:00;1
